location,distance(kpc),SMA(au),eccentricity,m1/m_sun,m2/m_sun,SNR
ngc6539_ejected,7.5,0.808735205,0.77746996,17.086039,18.334338,0.000107807
terzan10_ejected,7.9,0.609753059,0.694093824,17.207172,18.001586,0.000107722
ngc5986_ejected,10.0,0.353430824,0.507153858,15.905599,14.792086,0.000107713
ngc6752_ejected,3.8,0.534685053,0.559362658,23.869099,13.315542,0.000107324
ngc5139_ejected,4.9,0.577417495,0.531436368,27.855908,19.833187,0.000107319
ngc6388_ejected,10.9,0.36718963,0.447320634,19.090985,19.169987,0.000107046
ngc6254_ejected,4.1,0.752964918,0.727398879,16.92608,16.948486,0.000106991
ngc6229_ejected,28.3,0.516004009,0.752425389,15.296873,16.265937,0.000106948
ngc5927_ejected,7.0,0.940283933,0.849309806,12.122291,14.659191,0.00010677
ngc6715_ejected,25.4,1.403479861,0.866799991,30.020244,31.232238,0.000106721
ngc6723_ejected,8.2,1.410656558,0.899153509,16.804577,14.213548,0.000106646
ngc5024_ejected,18.1,0.292633092,0.30925157,20.312787,21.886223,0.000106486
ngc5272_ejected,9.7,0.35801533,0.546897496,13.873498,13.971109,0.000106476
ngc7078_ejected,10.0,0.369711936,0.523642604,15.813968,15.486125,0.000106291
ngc362_ejected,8.0,0.236719134,0.247695318,12.989121,13.712295,0.000106087
ngc6341_ejected,8.0,0.236719134,0.247695318,12.989121,13.712295,0.000106087
ngc6712_ejected,6.4,1.674233055,0.871050339,28.771129,21.172447,0.000105851
ngc6584_ejected,12.5,1.120824666,0.737276151,41.629936,39.619907,0.000105706
ngc7006_ejected,39.5,0.888863035,0.869530734,18.054333,17.095093,0.000105647
ngc6652_ejected,9.0,0.290718567,0.420015551,12.809943,14.330542,0.000105597
ngc6293_ejected,8.6,0.653670782,0.749967358,13.512495,17.679866,0.000105279
HP1_ejected,8.1,0.609753059,0.694093824,17.207172,18.001586,0.000105062
ngc2419_ejected,90.4,0.326405652,0.522565151,24.708173,26.82305,0.000104981
ngc6304_ejected,5.6,0.55593122,0.698821882,10.431189,16.970379,0.000104709
ngc6624_ejected,7.4,0.294055577,0.396439957,15.105293,12.152835,0.000104462
ngc3201_ejected,4.9,1.071525699,0.803228877,15.908529,24.464741,0.000104166
ngc6266_ejected,6.6,0.489542349,0.56996688,18.530217,17.797139,0.000104084
ngc2419_ejected,90.4,0.303752044,0.40727413,46.450928,17.981902,0.000103993
ngc6717_ejected,6.6,0.791713443,0.686007356,23.382894,26.410107,0.000103837
ngc6584_ejected,12.5,1.009804093,0.764130847,32.972815,27.927413,0.000103641
ngc5986_ejected,10.0,0.35801533,0.546897496,13.873498,13.971109,0.000103282
ngc6453_ejected,10.5,0.562140695,0.748393556,13.352445,13.179318,0.000103211
ngc6218_ejected,5.4,0.763204694,0.744376775,18.117536,16.29105,0.000103207
ngc6809_ejected,5.1,0.965624843,0.727678991,22.733989,28.818028,0.000102576
ngc6426_ejected,18.7,0.38078673,0.124988547,58.673201,27.528284,0.000102394
ngc6624_ejected,7.4,0.399328315,0.439470152,21.608355,17.041302,0.000102216
ngc6584_ejected,12.5,0.838663244,0.827451477,17.180612,14.379456,0.000102056
ngc6205_ejected,6.8,0.3559456,0.450812716,15.204337,15.686198,0.000101852
ngc6229_ejected,28.3,0.283141309,0.514304793,15.742206,13.874707,0.000101762
ngc6838_ejected,3.6,3.139762058,0.895251339,38.135814,41.370583,0.000101695
ngc6093_ejected,8.4,0.609753059,0.694093824,17.207172,18.001586,0.00010131
ngc6304_ejected,5.6,0.425525999,0.562312503,16.280531,12.383151,0.000100991
ngc5634_ejected,24.6,0.615541123,0.801323719,14.505808,14.790261,0.000100722
ngc6715_ejected,25.4,0.361342342,0.530462011,18.011851,21.074958,0.000100715
ngc7089_ejected,11.1,0.253024398,0.196481483,19.188717,15.571206,0.000100012
ngc6779_ejected,9.7,0.672636746,0.643070148,26.729477,24.336719,9.96542e-05
ngc6333_ejected,8.1,0.751675671,0.692325489,18.777409,29.17479,9.92189e-05
ngc6355_ejected,6.8,0.367729806,0.494291769,16.176411,12.961674,9.90871e-05
ngc6522_ejected,6.8,0.367729806,0.494291769,16.176411,12.961674,9.90871e-05
ngc6355_ejected,6.8,0.406759311,0.509684555,16.105727,16.266417,9.90705e-05
ngc6522_ejected,6.8,0.406759311,0.509684555,16.105727,16.266417,9.90705e-05
ngc2419_ejected,90.4,0.46709716,0.68911819,22.753169,27.827766,9.8993e-05
ngc6681_ejected,8.6,0.609753059,0.694093824,17.207172,18.001586,9.8954e-05
ngc6355_ejected,6.8,0.437731332,0.580191713,17.111186,12.842534,9.88617e-05
ngc6522_ejected,6.8,0.437731332,0.580191713,17.111186,12.842534,9.88617e-05
ngc2419_ejected,90.4,0.325356651,0.65169536,13.391612,21.409229,9.85697e-05
ngc6453_ejected,10.5,0.61200509,0.766444822,13.517852,13.503762,9.85501e-05
ngc5634_ejected,24.6,0.506989871,0.539856386,27.557483,33.884197,9.82951e-05
ngc6287_ejected,8.2,0.751675671,0.692325489,18.777409,29.17479,9.80089e-05
terzan10_ejected,7.9,0.294055577,0.396439957,15.105293,12.152835,9.78509e-05
ngc6121_ejected,2.1,0.598195546,0.573825225,17.016591,16.12376,9.7607e-05
ngc6388_ejected,10.9,0.369711936,0.523642604,15.813968,15.486125,9.75148e-05
ngc6273_ejected,8.3,0.808735205,0.77746996,17.086039,18.334338,9.74156e-05
pal_8_ejected,11.7,1.494271547,0.861519833,16.623296,40.501971,9.73898e-05
ngc7089_ejected,11.1,0.353430824,0.507153858,15.905599,14.792086,9.70384e-05
ngc5466_ejected,16.3,0.588270384,0.595903364,27.690223,29.219097,9.70322e-05
Djor2_ejected,13.2,0.535694803,0.379179587,51.501697,29.1023,9.65808e-05
ngc6402_ejected,8.4,0.808735205,0.77746996,17.086039,18.334338,9.62559e-05
ngc6749_ejected,9.7,4.57442243,0.973115116,16.258426,18.522823,9.62402e-05
ngc5466_ejected,16.3,3.355719922,0.947905262,29.537224,28.749342,9.6058e-05
ngc3201_ejected,4.9,0.830297754,0.502621167,41.705443,41.773562,9.60314e-05
ngc6539_ejected,7.5,0.944538756,0.816609459,16.71361,17.062876,9.58401e-05
terzan10_ejected,7.9,0.399328315,0.439470152,21.608355,17.041302,9.57468e-05
HP1_ejected,8.1,0.294055577,0.396439957,15.105293,12.152835,9.54348e-05
ngc6496_ejected,10.9,1.273167796,0.872123726,16.931203,20.78725,9.53288e-05
ngc6304_ejected,5.6,0.36929484,0.459341655,14.137909,15.370685,9.52204e-05
Ton2_ejected,8.2,1.829022604,0.853690547,28.816796,40.5,9.48248e-05
ngc5024_ejected,18.1,0.313524743,0.495824727,17.214922,13.512778,9.46879e-05
ngc5053_ejected,16.0,4.324017055,0.975088824,16.148325,17.769547,9.46826e-05
ngc6325_ejected,9.0,0.609753059,0.694093824,17.207172,18.001586,9.45561e-05
Djor1_ejected,8.8,1.197958736,0.759769082,40.5,29.543015,9.44113e-05
ngc6981_ejected,16.2,0.82181198,0.82675958,15.818463,16.627741,9.3948e-05
ngc1261_ejected,15.2,0.397922406,0.38952968,16.716148,37.611923,9.39132e-05
ngc6356_ejected,13.8,0.324286899,0.274035808,18.436616,28.235688,9.36722e-05
pal_6_ejected,6.2,0.693426741,0.852663957,8.0082691,7.4214629,9.3429e-05
HP1_ejected,8.1,0.399328315,0.439470152,21.608355,17.041302,9.33827e-05
Djor2_ejected,13.2,0.205760631,0.100502856,13.688302,16.793385,9.32167e-05
ngc6981_ejected,16.2,0.375677604,0.428180714,21.670667,22.978784,9.30769e-05
ngc7089_ejected,11.1,0.35801533,0.546897496,13.873498,13.971109,9.30468e-05
ngc6541_ejected,7.2,0.306472578,0.414049919,11.826006,14.883646,9.28831e-05
ngc6638_ejected,7.8,1.235950907,0.86815063,17.152614,16.236808,9.23645e-05
ngc6171_ejected,6.0,0.639643537,0.727280608,13.431141,15.326106,9.22992e-05
ngc5272_ejected,9.7,0.447889494,0.600260264,15.142119,16.521881,9.21216e-05
Rup106_ejected,20.3,1.449871041,0.825150272,41.842078,38.071196,9.20285e-05
ngc6093_ejected,8.4,0.294055577,0.396439957,15.105293,12.152835,9.20265e-05
ngc4833_ejected,5.7,2.370057002,0.926393446,19.566797,18.659603,9.17691e-05
ngc6397_ejected,2.2,0.478657955,0.449920676,18.648512,14.075218,9.12062e-05
ngc7006_ejected,39.5,0.652405371,0.787767046,18.016654,20.827864,9.10905e-05
ngc6624_ejected,7.4,0.367729806,0.494291769,16.176411,12.961674,9.10531e-05
ngc6624_ejected,7.4,0.406759311,0.509684555,16.105727,16.266417,9.10378e-05
ngc1904_ejected,12.2,0.287523512,0.157591169,21.984507,22.237432,9.09692e-05
ngc6266_ejected,6.6,0.35120398,0.321380762,17.626894,19.972373,9.08511e-05
ngc6624_ejected,7.4,0.437731332,0.580191713,17.111186,12.842534,9.08459e-05
ngc1261_ejected,15.2,0.380198244,0.380475533,14.577882,37.473167,9.05003e-05
ngc6401_ejected,7.2,0.522703305,0.586201127,20.879026,16.757309,9.0433e-05
ngc5634_ejected,24.6,0.478586403,0.367332187,40.5,40.5,9.01773e-05
ngc4372_ejected,4.6,0.528524652,0.570635164,18.187067,16.530637,9.01744e-05
ngc6712_ejected,6.4,0.897864395,0.751539473,18.017549,24.837575,9.01159e-05
ngc6093_ejected,8.4,0.399328315,0.439470152,21.608355,17.041302,9.00476e-05
ngc4372_ejected,4.6,1.096990353,0.799536497,16.486944,23.381677,8.9953e-05
ngc6681_ejected,8.6,0.294055577,0.396439957,15.105293,12.152835,8.98863e-05
ngc6171_ejected,6.0,0.531478291,0.350426101,31.929132,31.02708,8.95422e-05
am1_ejected,115.9,2.325212598,0.964291802,16.120673,23.124859,8.93807e-05
ngc5986_ejected,10.0,0.447889494,0.600260264,15.142119,16.521881,8.9358e-05
ngc6440_ejected,7.5,0.306472578,0.414049919,11.826006,14.883646,8.91678e-05
ngc6528_ejected,7.0,0.351462324,0.662715824,8.2542455,7.8970732,8.88366e-05
ngc4833_ejected,5.7,0.519225882,0.514901452,25.750358,16.609111,8.87255e-05
ngc1904_ejected,12.2,0.307603681,0.591043046,12.422372,7.8778153,8.86797e-05
ngc6681_ejected,8.6,0.399328315,0.439470152,21.608355,17.041302,8.79534e-05
ngc6218_ejected,5.4,0.677098339,0.634729367,13.81002,30.824119,8.76418e-05
Liller1_ejected,10.2,0.236927218,0.522933355,7.9998918,7.5477442,8.74286e-05
ngc6712_ejected,6.4,0.651345938,0.71789415,14.341909,16.535181,8.73915e-05
ngc6656_ejected,3.1,0.345644336,0.103551446,26.399838,15.004953,8.73901e-05
ngc6273_ejected,8.3,0.944538756,0.816609459,16.71361,17.062876,8.66025e-05
ngc6304_ejected,5.6,0.315508232,0.226616268,16.592859,18.760373,8.65537e-05
ngc6934_ejected,14.4,0.537020136,0.726854951,12.959342,15.770175,8.64032e-05
ngc6355_ejected,6.8,0.55593122,0.698821882,10.431189,16.970379,8.6231e-05
ngc6522_ejected,6.8,0.55593122,0.698821882,10.431189,16.970379,8.6231e-05
ngc6254_ejected,4.1,1.165345607,0.801839017,14.201289,27.702312,8.62181e-05
ngc6325_ejected,9.0,0.294055577,0.396439957,15.105293,12.152835,8.58914e-05
ngc6402_ejected,8.4,0.944538756,0.816609459,16.71361,17.062876,8.55715e-05
ngc5466_ejected,16.3,2.531774557,0.908159667,34.282851,40.5,8.53436e-05
terzan10_ejected,7.9,0.367729806,0.494291769,16.176411,12.961674,8.52902e-05
terzan10_ejected,7.9,0.406759311,0.509684555,16.105727,16.266417,8.52759e-05
ngc6553_ejected,4.1,0.536107189,0.767832662,8.1869483,7.6350054,8.51709e-05
ngc5824_ejected,32.2,0.253832826,0.515415395,12.608839,12.177836,8.51319e-05
terzan10_ejected,7.9,0.437731332,0.580191713,17.111186,12.842534,8.50962e-05
ngc2808_ejected,8.9,0.430336288,0.292892216,23.014577,34.789546,8.49522e-05
ngc6229_ejected,28.3,0.920517973,0.884188112,13.753861,13.191222,8.48369e-05
ngc1261_ejected,15.2,0.714705814,0.75826677,16.862087,21.020357,8.43643e-05
ngc5286_ejected,11.3,0.287166891,0.422142776,13.685743,12.855138,8.43019e-05
Djor2_ejected,13.2,0.253024398,0.196481483,19.188717,15.571206,8.41013e-05
ngc6325_ejected,9.0,0.399328315,0.439470152,21.608355,17.041302,8.40444e-05
ngc6540_ejected,3.4,0.986976839,0.824969657,11.886245,13.720716,8.39131e-05
ngc6934_ejected,14.4,0.786476776,0.817218156,16.964771,13.377538,8.35104e-05
ngc6637_ejected,7.8,0.522703305,0.586201127,20.879026,16.757309,8.34766e-05
ngc6352_ejected,5.3,1.590401624,0.90738597,14.283869,12.621878,8.32149e-05
HP1_ejected,8.1,0.367729806,0.494291769,16.176411,12.961674,8.31843e-05
HP1_ejected,8.1,0.406759311,0.509684555,16.105727,16.266417,8.31703e-05
ngc6355_ejected,6.8,0.425525999,0.562312503,16.280531,12.383151,8.31691e-05
ngc6522_ejected,6.8,0.425525999,0.562312503,16.280531,12.383151,8.31691e-05
HP1_ejected,8.1,0.437731332,0.580191713,17.111186,12.842534,8.2995e-05
ngc6333_ejected,8.1,0.84139265,0.785780797,17.725173,16.079194,8.27057e-05
ngc6723_ejected,8.2,1.674233055,0.871050339,28.771129,21.172447,8.26156e-05
ngc6254_ejected,4.1,0.469210254,0.518357105,16.278926,15.256533,8.24449e-05
ngc4590_ejected,9.9,0.571702965,0.33349807,40.5,41.695619,8.23769e-05
ngc3201_ejected,4.9,0.433668366,0.500014281,13.729168,17.477901,8.22773e-05
ngc6441_ejected,9.2,0.430336288,0.292892216,23.014577,34.789546,8.21821e-05
ngc5634_ejected,24.6,0.42788054,0.486672817,18.042029,35.495668,8.19904e-05
terzan6_ejected,7.1,0.646670853,0.71710272,16.705477,14.340717,8.1974e-05
ngc6333_ejected,8.1,0.502314156,0.644112534,14.348839,15.224998,8.17141e-05
ngc6287_ejected,8.2,0.84139265,0.785780797,17.725173,16.079194,8.16971e-05
Djor2_ejected,13.2,0.353430824,0.507153858,15.905599,14.792086,8.16005e-05
ngc6981_ejected,16.2,1.120824666,0.737276151,41.629936,39.619907,8.1563e-05
ngc5694_ejected,33.0,0.481304413,0.69946868,16.353559,18.520324,8.14453e-05
ngc6712_ejected,6.4,1.790980496,0.917374203,14.361019,14.88808,8.13736e-05
IC1276_ejected,8.9,1.498173941,0.862388403,20.296454,26.575963,8.13067e-05
ngc6218_ejected,5.4,0.752964918,0.727398879,16.92608,16.948486,8.12341e-05
ngc5634_ejected,24.6,0.399852965,0.421017576,25.084768,29.135989,8.11618e-05
ngc6453_ejected,10.5,0.609753059,0.694093824,17.207172,18.001586,8.10481e-05
ngc2808_ejected,8.9,0.448511369,0.55242556,16.368131,17.730238,8.09915e-05
ngc6760_ejected,6.9,0.763204694,0.744376775,18.117536,16.29105,8.07709e-05
ngc6287_ejected,8.2,0.502314156,0.644112534,14.348839,15.224998,8.07176e-05
ngc6171_ejected,6.0,0.317197972,0.265744777,17.115237,16.275349,8.07165e-05
ngc7089_ejected,11.1,0.447889494,0.600260264,15.142119,16.521881,8.05027e-05
ngc6569_ejected,8.1,0.522703305,0.586201127,20.879026,16.757309,8.03849e-05
ngc6496_ejected,10.9,1.410656558,0.899153509,16.804577,14.213548,8.02294e-05
ngc6093_ejected,8.4,0.367729806,0.494291769,16.176411,12.961674,8.02134e-05
ngc6093_ejected,8.4,0.406759311,0.509684555,16.105727,16.266417,8.01999e-05
ngc6749_ejected,9.7,1.829022604,0.853690547,28.816796,40.5,8.01612e-05
ngc6544_ejected,2.4,0.390891689,0.368953107,14.915236,13.38573,8.01204e-05
ngc5824_ejected,32.2,0.198964959,0.153056589,17.290265,16.492735,8.009e-05
ngc6093_ejected,8.4,0.437731332,0.580191713,17.111186,12.842534,8.00309e-05
ngc6981_ejected,16.2,1.009804093,0.764130847,32.972815,27.927413,7.99699e-05
ngc6715_ejected,25.4,0.238728906,0.220961007,16.612826,20.412618,7.97977e-05
ngc6642_ejected,7.3,0.646670853,0.71710272,16.705477,14.340717,7.97281e-05
ngc5927_ejected,7.0,0.763204694,0.744376775,18.117536,16.29105,7.9617e-05
ngc6304_ejected,5.6,0.243378409,0.166932697,13.648797,12.176393,7.93836e-05
ngc6624_ejected,7.4,0.55593122,0.698821882,10.431189,16.970379,7.92393e-05
ngc6981_ejected,16.2,0.838663244,0.827451477,17.180612,14.379456,7.87468e-05
ngc1261_ejected,15.2,1.366476548,0.911122921,14.733395,13.193553,7.86833e-05
ngc3201_ejected,4.9,0.676186782,0.663544364,23.590297,13.32225,7.8582e-05
ngc2419_ejected,90.4,0.101536156,0.191235692,8.2628527,8.1699815,7.84732e-05
ngc6355_ejected,6.8,0.36929484,0.459341655,14.137909,15.370685,7.84168e-05
ngc6522_ejected,6.8,0.36929484,0.459341655,14.137909,15.370685,7.84168e-05
ngc6254_ejected,4.1,0.662559821,0.6924106,12.887505,16.89249,7.83622e-05
ngc6441_ejected,9.2,0.448511369,0.55242556,16.368131,17.730238,7.83505e-05
ngc6681_ejected,8.6,0.367729806,0.494291769,16.176411,12.961674,7.8348e-05
ngc6681_ejected,8.6,0.406759311,0.509684555,16.105727,16.266417,7.83348e-05
ngc5634_ejected,24.6,0.344549253,0.140659975,36.149835,33.807762,7.83318e-05
Djor2_ejected,13.2,0.35801533,0.546897496,13.873498,13.971109,7.82439e-05
ngc6681_ejected,8.6,0.437731332,0.580191713,17.111186,12.842534,7.81697e-05
ngc6752_ejected,3.8,0.593224193,0.637301098,16.262041,13.861173,7.77579e-05
ngc6333_ejected,8.1,0.361658259,0.488012567,11.812004,16.601505,7.76713e-05
ngc4372_ejected,4.6,0.624023193,0.572866169,29.460143,14.162797,7.73827e-05
ngc6171_ejected,6.0,0.527017369,0.51712977,27.102845,15.257386,7.73614e-05
ngc5024_ejected,18.1,0.414083711,0.625946714,15.349676,14.540668,7.72415e-05
ngc2808_ejected,8.9,0.489542349,0.56996688,18.530217,17.797139,7.71862e-05
ngc6293_ejected,8.6,1.280418928,0.860822287,18.216582,18.385024,7.71173e-05
ngc5139_ejected,4.9,0.419972783,0.252658852,29.596031,18.745727,7.70784e-05
ngc6401_ejected,7.2,0.639643537,0.727280608,13.431141,15.326106,7.6916e-05
ngc6287_ejected,8.2,0.361658259,0.488012567,11.812004,16.601505,7.67241e-05
ngc3201_ejected,4.9,1.047337935,0.657378203,41.402907,28.468068,7.655e-05
ngc6624_ejected,7.4,0.425525999,0.562312503,16.280531,12.383151,7.64256e-05
ngc6626_ejected,5.5,0.395646883,0.544225938,11.207949,13.409834,7.62147e-05
ngc6101_ejected,14.7,1.030186142,0.841410569,19.181581,17.557492,7.56928e-05
ngc7078_ejected,10.0,0.430336288,0.292892216,23.014577,34.789546,7.56075e-05
ngc6254_ejected,4.1,0.400500756,0.451824618,14.804564,13.750772,7.54763e-05
ngc4147_ejected,18.3,0.339544005,0.341098105,19.595898,25.224769,7.5449e-05
ngc6809_ejected,5.1,0.679026726,0.61219763,20.892305,22.228547,7.54285e-05
IC1276_ejected,8.9,1.521026737,0.871639082,26.850746,16.626514,7.52284e-05
ngc6256_ejected,8.9,0.861240697,0.778056386,19.697387,16.856846,7.52073e-05
ngc5286_ejected,11.3,0.236719134,0.247695318,12.989121,13.712295,7.51058e-05
ngc5824_ejected,32.2,0.253266483,0.512042842,10.285401,13.836679,7.50253e-05
ngc4590_ejected,9.9,0.832086652,0.676849728,27.880778,28.906702,7.50053e-05
ngc6325_ejected,9.0,0.367729806,0.494291769,16.176411,12.961674,7.48658e-05
ngc6325_ejected,9.0,0.406759311,0.509684555,16.105727,16.266417,7.48533e-05
ngc2419_ejected,90.4,0.653614702,0.772445489,27.211207,24.286304,7.47005e-05
ngc6325_ejected,9.0,0.437731332,0.580191713,17.111186,12.842534,7.46955e-05
ngc6441_ejected,9.2,0.489542349,0.56996688,18.530217,17.797139,7.46693e-05
ngc6401_ejected,7.2,0.531478291,0.350426101,31.929132,31.02708,7.46185e-05
terzan10_ejected,7.9,0.55593122,0.698821882,10.431189,16.970379,7.42242e-05
ngc6144_ejected,9.8,1.498173941,0.862388403,20.296454,26.575963,7.38397e-05
ngc7099_ejected,7.7,0.384534524,0.394201046,18.667007,18.013726,7.37953e-05
ngc6101_ejected,14.7,2.302244346,0.929861818,22.97837,20.326282,7.37061e-05
ngc6453_ejected,10.5,0.294055577,0.396439957,15.105293,12.152835,7.36212e-05
ngc4372_ejected,4.6,1.410611531,0.715280897,41.898612,40.5,7.36092e-05
ngc6139_ejected,9.1,0.306472578,0.414049919,11.826006,14.883646,7.34899e-05
ngc6712_ejected,6.4,0.32818922,0.316013866,15.093955,16.805869,7.34839e-05
ngc6304_ejected,5.6,0.366964397,0.43148398,12.49751,16.333601,7.33382e-05
ngc6864_ejected,17.7,0.324286899,0.274035808,18.436616,28.235688,7.30325e-05
pal_6_ejected,6.2,0.397132857,0.594652433,8.2656643,14.103319,7.28616e-05
ngc4833_ejected,5.7,0.528524652,0.570635164,18.187067,16.530637,7.27723e-05
ngc4833_ejected,5.7,1.096990353,0.799536497,16.486944,23.381677,7.25936e-05
terzan5_ejected,4.9,0.319686998,0.582496607,7.7985149,7.5681438,7.25262e-05
HP1_ejected,8.1,0.55593122,0.698821882,10.431189,16.970379,7.23915e-05
ngc6205_ejected,6.8,0.586046794,0.673474393,16.19965,14.235061,7.23894e-05
ngc7078_ejected,10.0,0.448511369,0.55242556,16.368131,17.730238,7.20825e-05
ngc6624_ejected,7.4,0.36929484,0.459341655,14.137909,15.370685,7.20587e-05
ngc6453_ejected,10.5,0.399328315,0.439470152,21.608355,17.041302,7.20381e-05
ngc6715_ejected,25.4,0.238976037,0.131785823,17.856127,23.230658,7.18875e-05
ngc6809_ejected,5.1,1.509294054,0.819222,35.728219,19.203527,7.18029e-05
ngc6638_ejected,7.8,1.432078547,0.864560634,13.427671,27.707061,7.17267e-05
terzan10_ejected,7.9,0.425525999,0.562312503,16.280531,12.383151,7.15886e-05
ngc6638_ejected,7.8,1.109567693,0.844378285,17.123777,15.197424,7.14617e-05
ngc5272_ejected,9.7,0.3559456,0.450812716,15.204337,15.686198,7.14014e-05
ngc6355_ejected,6.8,0.315508232,0.226616268,16.592859,18.760373,7.12795e-05
ngc6522_ejected,6.8,0.315508232,0.226616268,16.592859,18.760373,7.12795e-05
ngc5897_ejected,12.4,1.517870839,0.845342705,28.810579,29.486336,7.12449e-05
IC1276_ejected,8.9,1.375116478,0.843079068,19.315232,27.521266,7.12384e-05
ngc6352_ejected,5.3,0.912212674,0.794455033,14.389379,15.892442,7.12127e-05
ngc6205_ejected,6.8,0.754939974,0.664813856,17.086154,29.026683,7.10562e-05
ngc6637_ejected,7.8,0.639643537,0.727280608,13.431141,15.326106,7.09994e-05
ngc5139_ejected,4.9,0.404359331,0.186834756,27.155499,21.667082,7.07419e-05
ngc6205_ejected,6.8,0.333084232,0.366516137,13.430227,16.468264,7.03755e-05
ngc6723_ejected,8.2,0.897864395,0.751539473,18.017549,24.837575,7.03344e-05
ngc1261_ejected,15.2,0.56416595,0.641634503,20.682545,20.257811,7.0294e-05
ngc4372_ejected,4.6,1.235209455,0.828632062,18.073062,17.799475,7.00946e-05
ngc6333_ejected,8.1,0.578209639,0.640395568,16.346444,18.753356,7.00405e-05
HP1_ejected,8.1,0.425525999,0.562312503,16.280531,12.383151,6.98209e-05
ngc6093_ejected,8.4,0.55593122,0.698821882,10.431189,16.970379,6.98061e-05
ngc6388_ejected,10.9,0.430336288,0.292892216,23.014577,34.789546,6.93647e-05
ngc5986_ejected,10.0,0.3559456,0.450812716,15.204337,15.686198,6.92594e-05
ngc6287_ejected,8.2,0.578209639,0.640395568,16.346444,18.753356,6.91863e-05
ngc6366_ejected,3.4,1.619418841,0.81574953,29.461173,23.519366,6.91085e-05
ngc6356_ejected,13.8,0.287166891,0.422142776,13.685743,12.855138,6.90298e-05
ngc6934_ejected,14.4,0.44072285,0.470033284,22.338833,22.780364,6.89813e-05
ngc6637_ejected,7.8,0.531478291,0.350426101,31.929132,31.02708,6.88786e-05
ngc5634_ejected,24.6,0.705593495,0.577644019,39.420335,40.5,6.87258e-05
ngc7078_ejected,10.0,0.489542349,0.56996688,18.530217,17.797139,6.86957e-05
ngc6256_ejected,8.9,1.691938143,0.86039997,26.483609,27.277645,6.86808e-05
ngc5946_ejected,11.9,0.390841686,0.511082629,16.786506,15.530103,6.86427e-05
ngc6760_ejected,6.9,0.677098339,0.634729367,13.81002,30.824119,6.85892e-05
ngc6715_ejected,25.4,0.210325137,0.057917152,17.169714,19.815179,6.83787e-05
ngc6569_ejected,8.1,0.639643537,0.727280608,13.431141,15.326106,6.83698e-05
ngc6144_ejected,9.8,1.521026737,0.871639082,26.850746,16.626514,6.83197e-05
ngc6544_ejected,2.4,0.275319494,0.093218668,12.951443,12.239844,6.82468e-05
Liller1_ejected,10.2,0.210971499,0.420271826,8.0521578,7.3911187,6.82395e-05
ngc6723_ejected,8.2,0.651345938,0.71789415,14.341909,16.535181,6.8208e-05
ngc6681_ejected,8.6,0.55593122,0.698821882,10.431189,16.970379,6.81827e-05
Djor2_ejected,13.2,0.447889494,0.600260264,15.142119,16.521881,6.76955e-05
ngc6342_ejected,8.6,0.646670853,0.71710272,16.705477,14.340717,6.76762e-05
ngc5927_ejected,7.0,0.677098339,0.634729367,13.81002,30.824119,6.76094e-05
terzan10_ejected,7.9,0.36929484,0.459341655,14.137909,15.370685,6.7498e-05
ngc3201_ejected,4.9,0.340648781,0.251749015,16.50913,17.189261,6.74325e-05
ngc2808_ejected,8.9,0.35120398,0.321380762,17.626894,19.972373,6.73727e-05
ngc6093_ejected,8.4,0.425525999,0.562312503,16.280531,12.383151,6.73273e-05
ngc6401_ejected,7.2,0.317197972,0.265744777,17.115237,16.275349,6.72638e-05
ngc6809_ejected,5.1,0.939315012,0.771476193,18.432114,16.488763,6.71094e-05
ngc6558_ejected,8.7,0.646670853,0.71710272,16.705477,14.340717,6.68983e-05
ngc6544_ejected,2.4,0.471652182,0.084623101,23.515883,32.469534,6.68894e-05
ngc6553_ejected,4.1,0.267220834,0.33120609,11.698222,7.9403597,6.64011e-05
pal_2_ejected,13.7,0.657411917,0.662999751,21.003628,24.21192,6.63905e-05
ngc6569_ejected,8.1,0.531478291,0.350426101,31.929132,31.02708,6.63275e-05
ngc4147_ejected,18.3,0.388433072,0.455835845,14.954681,27.447644,6.6253e-05
ngc6517_ejected,10.1,0.306472578,0.414049919,11.826006,14.883646,6.62137e-05
ngc104_ejected,4.1,0.409559472,0.307650554,18.484197,19.227809,6.61536e-05
ngc6388_ejected,10.9,0.448511369,0.55242556,16.368131,17.730238,6.61307e-05
ngc6426_ejected,18.7,0.338580972,0.301348663,34.312654,14.442496,6.59912e-05
ngc6205_ejected,6.8,0.318655869,0.278553653,16.896386,15.255175,6.59908e-05
ngc5466_ejected,16.3,0.516470146,0.306679641,40.5,40.5,6.59574e-05
ngc6715_ejected,25.4,0.806015575,0.739185607,19.502347,35.579504,6.59553e-05
ngc5694_ejected,33.0,0.329401029,0.456416264,21.327506,17.581491,6.59296e-05
ngc6934_ejected,14.4,0.533785118,0.691596221,14.916973,15.376556,6.58689e-05
HP1_ejected,8.1,0.36929484,0.459341655,14.137909,15.370685,6.58314e-05
ngc6681_ejected,8.6,0.425525999,0.562312503,16.280531,12.383151,6.57616e-05
ngc5139_ejected,4.9,0.571080733,0.364285359,27.604535,30.600955,6.5759e-05
ngc6293_ejected,8.6,0.466559059,0.307511157,29.572212,27.627942,6.56551e-05
ngc6205_ejected,6.8,0.487665248,0.601764987,16.735038,12.257034,6.56245e-05
ngc6624_ejected,7.4,0.315508232,0.226616268,16.592859,18.760373,6.55001e-05
