location,distance(kpc),SMA(au),eccentricity,m1/m_sun,m2/m_sun,SNR
HP1_ejected,8.1,0.429904194,0.77316232,14.820327,16.170753,0.001166994
ngc6541_ejected,7.2,0.140442975,0.295656678,12.151458,11.279088,0.001166683
ngc3201_ejected,4.9,1.005318959,0.890352285,19.417222,18.073025,0.001166121
pal_6_ejected,6.2,0.344462131,0.770444221,13.404016,7.9871343,0.001161896
terzan10_ejected,7.9,0.417741204,0.74278361,15.090602,19.326265,0.001156238
ngc6723_ejected,8.2,0.477280937,0.668551076,28.957899,28.302521,0.001155158
ngc6144_ejected,9.8,0.271484301,0.537005546,25.035765,15.68108,0.001150308
ngc4833_ejected,5.7,0.649663838,0.452216904,77.09013,70.911749,0.001147002
ngc6441_ejected,9.2,0.240936779,0.471100852,18.601132,20.201569,0.00114538
ngc6584_ejected,12.5,0.409536211,0.772415091,16.620449,16.340397,0.001144015
ngc6273_ejected,8.3,0.159221831,0.215530649,16.360941,16.913884,0.001142518
ngc6656_ejected,3.1,0.227084097,0.393257737,16.648642,13.469594,0.001140399
ngc6342_ejected,8.6,0.593769904,0.825646923,19.391895,16.97189,0.001139735
ngc5272_ejected,9.7,0.559802032,0.820311323,17.307969,18.53734,0.001132391
ngc6229_ejected,28.3,0.362289576,0.677446588,27.381636,26.776466,0.001131619
ngc6760_ejected,6.9,0.361464219,0.638145257,21.072722,19.048703,0.001131518
ngc3201_ejected,4.9,0.841255602,0.737164492,41.581343,41.720511,0.001130601
ngc6401_ejected,7.2,0.312115913,0.573632593,16.268486,24.314274,0.001130206
ngc6402_ejected,8.4,0.159221831,0.215530649,16.360941,16.913884,0.001128917
terzan5_ejected,4.9,1.04367882,0.92152759,14.05605,12.069116,0.001128385
HP1_ejected,8.1,0.417741204,0.74278361,15.090602,19.326265,0.001127689
ngc6558_ejected,8.7,0.593769904,0.825646923,19.391895,16.97189,0.001126635
ngc6715_ejected,25.4,0.456426857,0.822504491,16.660664,18.753754,0.001125961
ngc6093_ejected,8.4,0.429904194,0.77316232,14.820327,16.170753,0.001125316
ngc6779_ejected,9.7,0.697681117,0.825652352,22.258495,25.202987,0.001123207
ngc6440_ejected,7.5,0.140442975,0.295656678,12.151458,11.279088,0.001120016
ngc5024_ejected,18.1,0.188118903,0.431363454,19.459735,16.824042,0.001118877
ngc6205_ejected,6.8,0.252899613,0.531597639,16.928198,15.505163,0.001116239
ngc5927_ejected,7.0,0.361464219,0.638145257,21.072722,19.048703,0.001115353
ngc7006_ejected,39.5,0.362323453,0.763576552,17.557343,23.74692,0.001114479
ngc6539_ejected,7.5,0.301292021,0.695289285,11.762281,13.75381,0.001109376
ngc6638_ejected,7.8,1.024185879,0.912916615,16.134028,16.931454,0.001105724
ngc6273_ejected,8.3,0.323074989,0.506007581,33.340359,20.041833,0.001104379
ngc5694_ejected,33.0,0.220821365,0.648916554,15.64387,14.878225,0.001102662
ngc6934_ejected,14.4,0.830234962,0.925742712,14.515547,10.063939,0.001099157
ngc6681_ejected,8.6,0.429904194,0.77316232,14.820327,16.170753,0.001099146
ngc5986_ejected,10.0,0.559802032,0.820311323,17.307969,18.53734,0.001098419
Djor2_ejected,13.2,0.252474391,0.646247816,16.59354,11.721165,0.001094526
ngc5024_ejected,18.1,0.398629659,0.792665525,16.269695,15.068724,0.001094313
ngc5897_ejected,12.4,1.471897633,0.911167242,33.302503,32.580166,0.001092623
ngc6402_ejected,8.4,0.323074989,0.506007581,33.340359,20.041833,0.001091231
ngc6333_ejected,8.1,0.535176145,0.786733937,20.284193,18.396012,0.001090794
Djor2_ejected,13.2,0.214335528,0.549948754,15.719907,13.925068,0.001089679
ngc6517_ejected,10.1,0.198371516,0.529726871,12.795201,12.900553,0.001089309
ngc6652_ejected,9.0,0.593769904,0.825646923,19.391895,16.97189,0.00108908
ngc6540_ejected,3.4,1.133237818,0.858132444,25.061421,28.364892,0.001088214
ngc6139_ejected,9.1,0.267130123,0.537472884,23.81315,14.438667,0.001088203
IC4499_ejected,17.6,0.529304107,0.78502459,17.289876,33.127191,0.001087802
ngc6637_ejected,7.8,0.732488324,0.874976791,15.049816,16.378252,0.001087477
ngc6093_ejected,8.4,0.417741204,0.74278361,15.090602,19.326265,0.001087414
ngc6218_ejected,5.4,0.530732094,0.789857403,16.304622,16.705254,0.00108379
ngc6723_ejected,8.2,0.654060202,0.686020751,41.960131,41.053221,0.001080898
ngc6528_ejected,7.0,0.268673493,0.687684649,7.4412244,14.94552,0.001079324
ngc6287_ejected,8.2,0.535176145,0.786733937,20.284193,18.396012,0.001077492
ngc6624_ejected,7.4,0.200577355,0.369391457,16.938159,16.809904,0.001073714
ngc6838_ejected,3.6,0.758395305,0.799897999,26.313633,19.881902,0.001073107
ngc6539_ejected,7.5,0.193440602,0.236306343,20.756168,19.821542,0.001069618
ngc6266_ejected,6.6,0.293304785,0.582975975,17.526256,16.576921,0.001067954
ngc6544_ejected,2.4,0.473591053,0.756927021,12.671669,13.194087,0.001066388
ngc6144_ejected,9.8,0.405021802,0.618281184,29.201079,26.05727,0.001063489
Liller1_ejected,10.2,0.197912068,0.504702643,11.715881,15.613327,0.001063228
ngc5634_ejected,24.6,0.374558651,0.761433668,17.579745,19.438855,0.001062315
ngc6681_ejected,8.6,0.417741204,0.74278361,15.090602,19.326265,0.001062126
ngc6333_ejected,8.1,0.546755841,0.796438834,19.466467,17.882233,0.001058964
ngc1904_ejected,12.2,0.185470477,0.33176636,21.681913,16.126291,0.001056814
ngc7078_ejected,10.0,0.240936779,0.471100852,18.601132,20.201569,0.00105375
ngc1261_ejected,15.2,0.357343456,0.726491156,16.507797,18.551347,0.001052172
ngc5272_ejected,9.7,0.264661879,0.312440489,32.045,28.638584,0.001051245
ngc6325_ejected,9.0,0.429904194,0.77316232,14.820327,16.170753,0.001050295
ngc6981_ejected,16.2,0.513753675,0.710316129,36.466608,28.634354,0.001050221
ngc104_ejected,4.1,0.200394578,0.146034002,20.054384,20.331809,0.001049533
ngc6171_ejected,6.0,0.45555227,0.692125857,16.53372,27.392184,0.001047926
ngc6218_ejected,5.4,0.283820184,0.215656102,16.823082,56.269666,0.001047284
ngc6569_ejected,8.1,0.732488324,0.874976791,15.049816,16.378252,0.0010472
ngc6541_ejected,7.2,0.39474653,0.777218276,12.645449,12.318707,0.001047051
ngc6553_ejected,4.1,0.311614015,0.7699463,8.0025005,7.4778648,0.001046993
ngc6266_ejected,6.6,0.240519504,0.510282379,13.954954,17.04239,0.001046623
ngc6287_ejected,8.2,0.546755841,0.796438834,19.466467,17.882233,0.001046049
Djor2_ejected,13.2,0.337695389,0.605412897,23.883829,24.269599,0.001045571
IC1276_ejected,8.9,0.343761795,0.47526106,22.976703,40.5,0.001044969
ngc6637_ejected,7.8,0.312115913,0.573632593,16.268486,24.314274,0.001043267
ngc6218_ejected,5.4,0.768344424,0.762108928,24.816019,41.449419,0.001042363
ngc6356_ejected,13.8,0.175085269,0.50218456,11.116509,13.949273,0.001041339
ngc6723_ejected,8.2,0.576008954,0.631277298,41.432391,41.508041,0.001037949
ngc6809_ejected,5.1,0.553643569,0.733580135,28.77488,17.514559,0.001036321
ngc5946_ejected,11.9,0.313061934,0.674372097,16.590897,16.374755,0.001035269
ngc6981_ejected,16.2,0.467483751,0.831579444,16.547328,12.689246,0.001031823
ngc6453_ejected,10.5,0.266573922,0.671761383,12.684237,12.649987,0.001030928
ngc4590_ejected,9.9,0.773097302,0.857594729,17.517847,25.036429,0.00103089
ngc2808_ejected,8.9,0.270233839,0.535147397,18.983683,18.474306,0.001027222
ngc4372_ejected,4.6,0.750205364,0.782230993,29.651959,23.831711,0.001023873
ngc5824_ejected,32.2,0.128230397,0.395763343,14.414558,11.710204,0.001022177
ngc6352_ejected,5.3,0.198267821,0.462589999,13.108297,11.181056,0.001020978
ngc5986_ejected,10.0,0.264661879,0.312440489,32.045,28.638584,0.001019708
ngc6218_ejected,5.4,0.268094843,0.450076969,15.750412,23.584057,0.001018613
ngc6293_ejected,8.6,0.249748032,0.483463507,18.286281,19.193888,0.001017137
terzan6_ejected,7.1,0.435296431,0.643445188,16.579351,36.120135,0.001016641
ngc4833_ejected,5.7,1.089250618,0.876304014,20.276442,29.172142,0.001015316
ngc6325_ejected,9.0,0.417741204,0.74278361,15.090602,19.326265,0.00101492
ngc6715_ejected,25.4,0.236063567,0.497775164,36.070828,13.825052,0.001010708
ngc6401_ejected,7.2,0.581704099,0.777952842,20.25866,22.931305,0.001010416
terzan6_ejected,7.1,0.223525957,0.307835865,17.361268,26.066494,0.001010175
ngc5139_ejected,4.9,0.297270902,0.515029158,19.087617,18.386736,0.001010093
ngc6316_ejected,10.9,0.198371516,0.529726871,12.795201,12.900553,0.00100936
ngc6715_ejected,25.4,0.346582608,0.72518127,19.932301,19.059668,0.001006585
ngc6752_ejected,3.8,0.340757786,0.646423263,16.702436,12.195439,0.001005904
terzan10_ejected,7.9,0.200577355,0.369391457,16.938159,16.809904,0.001005758
ngc6440_ejected,7.5,0.39474653,0.777218276,12.645449,12.318707,0.001005169
IC4499_ejected,17.6,1.604404225,0.963819792,13.917291,13.415931,0.001004825
ngc6569_ejected,8.1,0.312115913,0.573632593,16.268486,24.314274,0.001004627
ngc6401_ejected,7.2,0.347741641,0.12800216,41.76128,68.838716,0.001004102
ngc6809_ejected,5.1,0.34342223,0.28169034,36.416244,39.151504,0.00100404
ngc6273_ejected,8.3,0.301292021,0.695289285,11.762281,13.75381,0.001002448
ngc6539_ejected,7.5,0.235167646,0.291358075,24.28609,23.908132,0.001001305
ngc6723_ejected,8.2,0.40180507,0.61433233,30.599342,21.253661,0.001001258
ngc5272_ejected,9.7,0.444672037,0.792859881,15.903308,13.526981,0.001001235
ngc1851_ejected,11.7,0.204493802,0.503967922,13.312812,15.973525,0.001000657
terzan6_ejected,7.1,0.708053187,0.785200568,24.308143,30.606117,0.000999434
ngc6715_ejected,25.4,0.244295899,0.620765711,17.851033,16.826801,0.000999254
ngc6715_ejected,25.4,0.261278769,0.645014917,17.477457,17.781952,0.000998781
ngc6171_ejected,6.0,0.190736478,0.246397818,16.888365,18.848088,0.000995883
ngc6441_ejected,9.2,0.270233839,0.535147397,18.983683,18.474306,0.000993726
ngc6638_ejected,7.8,0.523165533,0.779769075,20.990591,16.511186,0.000993154
ngc6402_ejected,8.4,0.301292021,0.695289285,11.762281,13.75381,0.000990515
ngc7089_ejected,11.1,0.559802032,0.820311323,17.307969,18.53734,0.000989567
ngc6642_ejected,7.3,0.435296431,0.643445188,16.579351,36.120135,0.000988788
ngc6304_ejected,5.6,0.536970054,0.792753168,15.484896,16.956037,0.00098602
ngc6626_ejected,5.5,0.225002813,0.473693481,12.256011,16.310287,0.000982693
ngc6642_ejected,7.3,0.223525957,0.307835865,17.361268,26.066494,0.000982499
ngc4590_ejected,9.9,0.802752075,0.815784794,27.128937,33.035693,0.000982265
HP1_ejected,8.1,0.200577355,0.369391457,16.938159,16.809904,0.000980924
ngc6528_ejected,7.0,0.150831541,0.396157349,7.6244568,13.060036,0.000980796
ngc6517_ejected,10.1,0.267130123,0.537472884,23.81315,14.438667,0.00098046
ngc6723_ejected,8.2,0.696022572,0.814434353,16.897751,30.752357,0.000979045
pal_10_ejected,10.6,2.325212598,0.964291802,16.120673,23.124859,0.000977285
ngc2419_ejected,90.4,0.227036738,0.679820592,19.826455,17.658438,0.000976091
ngc6642_ejected,7.3,0.708053187,0.785200568,24.308143,30.606117,0.000972053
ngc6864_ejected,17.7,0.265979848,0.68581823,13.656404,13.995287,0.000971947
ngc5986_ejected,10.0,0.444672037,0.792859881,15.903308,13.526981,0.000971198
ngc104_ejected,4.1,0.446048646,0.723397687,15.781023,16.044621,0.000971154
terzan6_ejected,7.1,0.382712908,0.623049987,19.898634,24.286593,0.00097051
ngc6539_ejected,7.5,0.207993717,0.395662903,17.11099,15.767491,0.000969566
ngc6304_ejected,5.6,0.34986079,0.638509352,18.641984,15.553778,0.000967965
ngc6388_ejected,10.9,0.240936779,0.471100852,18.601132,20.201569,0.000966743
ngc6273_ejected,8.3,0.193440602,0.236306343,20.756168,19.821542,0.000966523
ngc6171_ejected,6.0,0.630172199,0.836815828,14.783996,16.26233,0.000965487
ngc6864_ejected,17.7,0.208499632,0.711761871,5.8345456,12.419694,0.00096386
ngc5946_ejected,11.9,0.181225123,0.255330722,21.908396,18.078407,0.000956505
ngc6760_ejected,6.9,0.21340109,0.256485599,19.415125,23.314658,0.000955091
ngc6402_ejected,8.4,0.193440602,0.236306343,20.756168,19.821542,0.000955016
ngc1261_ejected,15.2,0.413612497,0.771036315,18.726842,15.224391,0.000954939
ngc6712_ejected,6.4,0.526058789,0.67303913,42.006793,17.834192,0.000954226
ngc5634_ejected,24.6,0.193477695,0.272818636,22.168063,31.614758,0.00095264
ngc6144_ejected,9.8,0.343761795,0.47526106,22.976703,40.5,0.000949002
ngc6752_ejected,3.8,0.64073581,0.838111258,12.993732,14.181967,0.000947722
ngc6093_ejected,8.4,0.200577355,0.369391457,16.938159,16.809904,0.000945891
ngc6642_ejected,7.3,0.382712908,0.623049987,19.898634,24.286593,0.000943921
ngc5927_ejected,7.0,0.21340109,0.256485599,19.415125,23.314658,0.000941446
ngc5272_ejected,9.7,0.195652259,0.38585611,16.12062,16.784419,0.000941083
ngc6218_ejected,5.4,0.361199662,0.363489659,32.772816,37.252649,0.000940724
Liller1_ejected,10.2,0.110524363,0.358563693,7.5234047,7.849732,0.000935911
ngc6637_ejected,7.8,0.581704099,0.777952842,20.25866,22.931305,0.000932692
ngc5053_ejected,16.0,0.949298297,0.828222076,38.480206,41.689533,0.000928997
ngc6637_ejected,7.8,0.347741641,0.12800216,41.76128,68.838716,0.000926864
ngc6715_ejected,25.4,0.186899038,0.30652172,22.832316,25.069801,0.000926562
ngc6205_ejected,6.8,0.235612634,0.395817834,19.440343,18.236311,0.000926323
ngc6723_ejected,8.2,0.397648459,0.401602541,42.507405,41.881901,0.000923992
ngc6681_ejected,8.6,0.200577355,0.369391457,16.938159,16.809904,0.000923894
ngc6638_ejected,7.8,1.066611549,0.922062089,15.501726,13.518951,0.000923851
ngc6584_ejected,12.5,1.066803987,0.917589392,16.128409,19.906202,0.00092376
ngc6139_ejected,9.1,0.140442975,0.295656678,12.151458,11.279088,0.00092309
ngc7089_ejected,11.1,0.264661879,0.312440489,32.045,28.638584,0.000918655
ngc2808_ejected,8.9,0.283913544,0.135737376,56.499411,29.207847,0.000916878
ngc5272_ejected,9.7,0.237257367,0.314197346,19.2623,30.985492,0.000914878
ngc7078_ejected,10.0,0.270233839,0.535147397,18.983683,18.474306,0.000914227
ngc5986_ejected,10.0,0.195652259,0.38585611,16.12062,16.784419,0.000912851
ngc6426_ejected,18.7,0.232561791,0.310368756,37.0579,23.091656,0.000912718
ngc6752_ejected,3.8,0.365507231,0.577500173,20.243206,18.069783,0.000910556
ngc6316_ejected,10.9,0.267130123,0.537472884,23.81315,14.438667,0.0009085
ngc6544_ejected,2.4,1.531010791,0.905789918,31.34821,13.508287,0.000906735
pal_2_ejected,13.7,0.333106824,0.654604923,19.053148,19.79506,0.00090618
ngc6333_ejected,8.1,0.357738859,0.645956897,16.529264,21.385475,0.000905821
ngc1261_ejected,15.2,0.426847685,0.768567317,16.704145,18.614626,0.000904804
ngc6273_ejected,8.3,0.235167646,0.291358075,24.28609,23.908132,0.000904793
ngc1851_ejected,11.7,0.182089212,0.58874764,11.830601,7.5146224,0.000902494
ngc6171_ejected,6.0,0.776641412,0.658363148,39.762782,63.438729,0.000902247
ngc6453_ejected,10.5,0.429904194,0.77316232,14.820327,16.170753,0.000900253
ngc6569_ejected,8.1,0.581704099,0.777952842,20.25866,22.931305,0.000898148
ngc5824_ejected,32.2,0.136369181,0.346569799,15.60696,14.457593,0.000896971
ngc5904_ejected,7.0,0.404480794,0.711901795,17.387323,16.021063,0.000895216
ngc6287_ejected,8.2,0.357738859,0.645956897,16.529264,21.385475,0.000894774
ngc5024_ejected,18.1,0.255099859,0.515698506,17.433761,26.363896,0.000894367
ngc6712_ejected,6.4,0.649586898,0.847882657,16.580947,13.191691,0.000894255
ngc6402_ejected,8.4,0.235167646,0.291358075,24.28609,23.908132,0.000894022
ngc6284_ejected,13.8,0.313061934,0.674372097,16.590897,16.374755,0.000892732
ngc6541_ejected,7.2,0.271405311,0.623826811,13.08254,13.026033,0.000892686
ngc6569_ejected,8.1,0.347741641,0.12800216,41.76128,68.838716,0.000892535
ngc6171_ejected,6.0,0.551973971,0.624269829,34.829217,34.268248,0.000891143
ngc5634_ejected,24.6,0.371082385,0.697038592,26.840155,19.653201,0.000888235
ngc5986_ejected,10.0,0.237257367,0.314197346,19.2623,30.985492,0.000887432
ngc1904_ejected,12.2,0.288117303,0.370478904,37.939267,25.54771,0.000887217
ngc6441_ejected,9.2,0.283913544,0.135737376,56.499411,29.207847,0.00088698
ngc5286_ejected,11.3,0.130762683,0.472680823,9.5015537,6.3775923,0.000885961
ngc7006_ejected,39.5,0.509290491,0.722540569,34.575439,41.541415,0.000885674
ngc6584_ejected,12.5,0.774843489,0.679477523,41.31782,79.105514,0.000884281
pal_6_ejected,6.2,0.339232196,0.8060952,7.5555657,7.7874455,0.000884158
ngc6325_ejected,9.0,0.200577355,0.369391457,16.938159,16.809904,0.000882832
ngc6981_ejected,16.2,0.409536211,0.772415091,16.620449,16.340397,0.000882728
ngc6712_ejected,6.4,1.335724695,0.933893471,16.8394,13.714404,0.000881665
terzan6_ejected,7.1,0.358541704,0.560827385,25.493581,21.434401,0.000878459
ngc6273_ejected,8.3,0.207993717,0.395662903,17.11099,15.767491,0.000876114
ngc7089_ejected,11.1,0.444672037,0.792859881,15.903308,13.526981,0.000874953
ngc6293_ejected,8.6,0.364503512,0.648924467,17.797141,20.928263,0.00087355
ngc6401_ejected,7.2,0.45555227,0.692125857,16.53372,27.392184,0.000873272
ngc6121_ejected,2.1,0.305839686,0.534544301,15.01766,12.360139,0.000870714
ngc6453_ejected,10.5,0.417741204,0.74278361,15.090602,19.326265,0.000869932
ngc6496_ejected,10.9,0.477280937,0.668551076,28.957899,28.302521,0.000869018
ngc5904_ejected,7.0,0.286688428,0.670297904,13.24974,10.497341,0.000866428
ngc6402_ejected,8.4,0.207993717,0.395662903,17.11099,15.767491,0.000865684
ngc6205_ejected,6.8,0.283877117,0.54503644,15.692651,18.573447,0.00086502
ngc6626_ejected,5.5,0.40424987,0.598543222,16.785751,30.395662,0.000864575
ngc5139_ejected,4.9,0.217125898,0.229701208,23.260708,16.842886,0.000862508
ngc6715_ejected,25.4,0.225777443,0.54543106,17.476828,19.36747,0.000861688
ngc4372_ejected,4.6,1.376377343,0.891091474,18.92127,34.950619,0.000861382
pal_2_ejected,13.7,0.667602274,0.84428326,22.887325,17.0849,0.000859891
ngc5694_ejected,33.0,0.17448945,0.443579971,17.560052,17.532812,0.000857083
ngc6440_ejected,7.5,0.271405311,0.623826811,13.08254,13.026033,0.000856978
ngc1851_ejected,11.7,0.3068006,0.680028146,12.962383,16.560579,0.000855729
ngc6539_ejected,7.5,0.311167988,0.614185906,15.746633,17.088909,0.000855452
ngc6642_ejected,7.3,0.358541704,0.560827385,25.493581,21.434401,0.000854391
ngc2298_ejected,10.4,0.943127918,0.850918256,29.394343,27.562771,0.000854204
ngc5286_ejected,11.3,0.155001011,0.275044217,12.816764,16.533146,0.000852364
ngc1851_ejected,11.7,0.181241037,0.453344944,14.160006,12.146701,0.000852068
ngc5139_ejected,4.9,0.49583569,0.698134212,17.701062,24.499098,0.000849005
Liller1_ejected,10.2,0.610815969,0.914149114,7.5984934,7.8299387,0.000848411
ngc6760_ejected,6.9,0.530732094,0.789857403,16.304622,16.705254,0.000848183
ngc5139_ejected,4.9,0.276565299,0.460040359,17.497067,18.963274,0.000847952
ngc5904_ejected,7.0,0.191751345,0.405359084,16.875451,10.457765,0.000844978
ngc6342_ejected,8.6,0.435296431,0.643445188,16.579351,36.120135,0.00083932
ngc6388_ejected,10.9,0.270233839,0.535147397,18.983683,18.474306,0.000838741
ngc6638_ejected,7.8,0.325118058,0.457896123,27.609212,25.703244,0.00083777
ngc6584_ejected,12.5,0.351513942,0.629753864,27.556653,16.632936,0.000836421
ngc5927_ejected,7.0,0.530732094,0.789857403,16.304622,16.705254,0.000836066
ngc6342_ejected,8.6,0.223525957,0.307835865,17.361268,26.066494,0.000833982
ngc6333_ejected,8.1,0.34609685,0.556634236,27.590144,19.004149,0.000832805
Djor2_ejected,13.2,0.559802032,0.820311323,17.307969,18.53734,0.000832136
ngc6517_ejected,10.1,0.140442975,0.295656678,12.151458,11.279088,0.000831695
ngc6266_ejected,6.6,0.246423936,0.43830785,16.933313,18.325207,0.000831502
ngc6205_ejected,6.8,0.182922456,0.086480926,14.992525,28.053101,0.00083105
ngc6401_ejected,7.2,0.190736478,0.246397818,16.888365,18.848088,0.000829903
ngc6558_ejected,8.7,0.435296431,0.643445188,16.579351,36.120135,0.000829673
ngc4372_ejected,4.6,0.898553198,0.811015727,26.64478,27.941944,0.000829294
ngc5024_ejected,18.1,0.173113112,0.422961921,12.929447,17.036319,0.000829212
ngc5139_ejected,4.9,0.276853111,0.459206953,17.066361,19.280407,0.000828522
terzan6_ejected,7.1,0.183570134,0.068209401,28.225083,16.340916,0.000828516
ngc6139_ejected,9.1,0.39474653,0.777218276,12.645449,12.318707,0.000828436
ngc4833_ejected,5.7,0.750205364,0.782230993,29.651959,23.831711,0.000826283
ngc6342_ejected,8.6,0.708053187,0.785200568,24.308143,30.606117,0.000825114
ngc6284_ejected,13.8,0.181225123,0.255330722,21.908396,18.078407,0.000824812
ngc6558_ejected,8.7,0.223525957,0.307835865,17.361268,26.066494,0.000824396
ngc6287_ejected,8.2,0.34609685,0.556634236,27.590144,19.004149,0.000822649
ngc7089_ejected,11.1,0.195652259,0.38585611,16.12062,16.784419,0.000822388
ngc6638_ejected,7.8,0.514750472,0.771873868,21.754831,14.592191,0.000822288
ngc6760_ejected,6.9,0.283820184,0.215656102,16.823082,56.269666,0.000819614
ngc4590_ejected,9.9,0.857354787,0.842021639,26.145195,25.551384,0.000817407
ngc7078_ejected,10.0,0.283913544,0.135737376,56.499411,29.207847,0.000816021
ngc6715_ejected,25.4,0.215531893,0.517134319,17.787041,18.639001,0.000815933
ngc6760_ejected,6.9,0.768344424,0.762108928,24.816019,41.449419,0.000815763
ngc6558_ejected,8.7,0.708053187,0.785200568,24.308143,30.606117,0.00081563
ngc5634_ejected,24.6,0.290987083,0.685585795,19.214689,14.065667,0.000813285
ngc6496_ejected,10.9,0.654060202,0.686020751,41.960131,41.053221,0.000813152
ngc5053_ejected,16.0,0.912009314,0.81729915,41.713912,36.602812,0.000813144
ngc6355_ejected,6.8,0.536970054,0.792753168,15.484896,16.956037,0.000812016
ngc6522_ejected,6.8,0.536970054,0.792753168,15.484896,16.956037,0.000812016
ngc6864_ejected,17.7,0.175085269,0.50218456,11.116509,13.949273,0.000811891
ngc4147_ejected,18.3,0.272720528,0.347367096,37.30624,29.624014,0.000808178
ngc5927_ejected,7.0,0.283820184,0.215656102,16.823082,56.269666,0.000807905
ngc6637_ejected,7.8,0.45555227,0.692125857,16.53372,27.392184,0.000806097
ngc6712_ejected,6.4,0.496032309,0.675450309,27.591812,21.546564,0.000806032
ngc6642_ejected,7.3,0.183570134,0.068209401,28.225083,16.340916,0.000805817
ngc6401_ejected,7.2,0.630172199,0.836815828,14.783996,16.26233,0.000804573
ngc5927_ejected,7.0,0.768344424,0.762108928,24.816019,41.449419,0.000804109
ngc6652_ejected,9.0,0.435296431,0.643445188,16.579351,36.120135,0.000802017
ngc6342_ejected,8.6,0.382712908,0.623049987,19.898634,24.286593,0.000801235
ngc7089_ejected,11.1,0.237257367,0.314197346,19.2623,30.985492,0.000799488
ngc6760_ejected,6.9,0.268094843,0.450076969,15.750412,23.584057,0.000797175
ngc6355_ejected,6.8,0.34986079,0.638509352,18.641984,15.553778,0.000797147
ngc6522_ejected,6.8,0.34986079,0.638509352,18.641984,15.553778,0.000797147
ngc6652_ejected,9.0,0.223525957,0.307835865,17.361268,26.066494,0.000796916
ngc6121_ejected,2.1,0.274996952,0.352000299,17.425291,16.687562,0.000796716
ngc6752_ejected,3.8,0.411656047,0.721763218,12.385465,13.838841,0.000795775
ngc1904_ejected,12.2,0.219596551,0.576273181,12.634019,12.595159,0.000795676
ngc2419_ejected,90.4,0.284294192,0.747626806,18.029727,18.421724,0.000795571
ngc6553_ejected,4.1,0.284486803,0.6435318,14.548974,7.4093288,0.000794662
IC4499_ejected,17.6,1.29792178,0.914712007,27.932224,24.874935,0.000793782
ngc2419_ejected,90.4,0.266370629,0.505962309,34.464586,40.5,0.000793611
ngc6584_ejected,12.5,1.014328705,0.905355823,16.910324,20.888253,0.000793495
ngc6715_ejected,25.4,0.317099487,0.69868764,19.306707,16.368527,0.000793299
ngc6558_ejected,8.7,0.382712908,0.623049987,19.898634,24.286593,0.000792026
ngc2808_ejected,8.9,0.293304785,0.582975975,17.526256,16.576921,0.000791966
ngc6934_ejected,14.4,0.23409342,0.507659557,21.385768,14.016319,0.000791372
ngc4372_ejected,4.6,1.285720302,0.899928639,22.98762,18.778745,0.000789998
ngc2419_ejected,90.4,0.203097848,0.57520365,15.873648,27.053927,0.000789117
ngc6652_ejected,9.0,0.708053187,0.785200568,24.308143,30.606117,0.000788443
ngc3201_ejected,4.9,0.420881621,0.429810696,32.975729,37.211217,0.000785967
ngc5927_ejected,7.0,0.268094843,0.450076969,15.750412,23.584057,0.000785787
ngc362_ejected,8.0,0.404480794,0.711901795,17.387323,16.021063,0.000783314
ngc6341_ejected,8.0,0.404480794,0.711901795,17.387323,16.021063,0.000783314
ngc5272_ejected,9.7,0.252899613,0.531597639,16.928198,15.505163,0.000782518
ngc6752_ejected,3.8,0.299720173,0.548963476,14.777306,14.853325,0.000781324
ngc6496_ejected,10.9,0.576008954,0.631277298,41.432391,41.508041,0.000780842
ngc4590_ejected,9.9,0.847286998,0.82008951,29.837894,28.87534,0.000780756
ngc6304_ejected,5.6,0.280816888,0.535330206,16.347617,15.130022,0.000777262
ngc6569_ejected,8.1,0.45555227,0.692125857,16.53372,27.392184,0.000776242
ngc2808_ejected,8.9,0.240519504,0.510282379,13.954954,17.04239,0.000776148
ngc5024_ejected,18.1,0.425315255,0.780610109,16.212525,16.89658,0.000775441
ngc104_ejected,4.1,0.238796085,0.22842423,19.581096,22.389004,0.000774406
ngc6809_ejected,5.1,0.422173834,0.500503102,29.536158,30.804674,0.000773609
ngc6273_ejected,8.3,0.311167988,0.614185906,15.746633,17.088909,0.000772999
ngc6171_ejected,6.0,0.42962347,0.742416352,13.903878,15.075189,0.000772867
Djor2_ejected,13.2,0.264661879,0.312440489,32.045,28.638584,0.000772506
ngc6316_ejected,10.9,0.140442975,0.295656678,12.151458,11.279088,0.000770653
ngc6809_ejected,5.1,1.014033153,0.859617858,19.560514,26.343939,0.000766393
ngc6441_ejected,9.2,0.293304785,0.582975975,17.526256,16.576921,0.000766141
ngc6637_ejected,7.8,0.190736478,0.246397818,16.888365,18.848088,0.000766064
ngc6626_ejected,5.5,0.194937568,0.40086777,11.05003,14.053871,0.000765764
ngc6652_ejected,9.0,0.382712908,0.623049987,19.898634,24.286593,0.000765625
ngc4590_ejected,9.9,0.871269976,0.888180904,15.831638,18.266324,0.00076523
ngc6402_ejected,8.4,0.311167988,0.614185906,15.746633,17.088909,0.000763797
ngc6539_ejected,7.5,0.275378956,0.393075049,27.954836,18.747163,0.000763455
ngc6809_ejected,5.1,0.601149633,0.770909314,19.6005,19.118532,0.000762182
ngc6205_ejected,6.8,0.246018804,0.377325533,27.353741,13.36061,0.000761274
ngc5986_ejected,10.0,0.252899613,0.531597639,16.928198,15.505163,0.000759042
